Tweets,Fecha,urls,medios
Se que ya pasaron como 2 horas desde lo que paso con Aidan pero aún sigo preocupada por el,Sat Mar 30 04:28:26 +0000 2019,,False
Por suerte no le paso nada a mi hermana,Sat Mar 30 04:26:46 +0000 2019,,False
"@IXANN__ A mí me pasó a los 10, en quinto se primaria. Salí a jugar en bici, manché mi ropa interior, y ya no volví… https://t.co/d2Yxt51yc7",Sat Mar 30 04:35:21 +0000 2019,https://twitter.com/i/web/status/1111849367445622785,False
"@ReggieNarvalito @nesquik_papi Me pasó lo mismo, ya tenía casi 10 años con ella y me dió un colapso de depresión sin exagerar",Sat Mar 30 04:52:31 +0000 2019,,False
"Mi mejor amiga me paso las notas de 1ro de bachillerato 
Y tengo miedo hay notas re bajas y materias en las que ya… https://t.co/3BFzC7ZXeg",Sat Mar 30 04:53:34 +0000 2019,https://twitter.com/i/web/status/1111853951916347392,False
"@Yoongillauren Hubo un caso con una niña, la cual le pasó eso exactamente y sufría de epilepsias por eso.",Sat Mar 30 05:21:44 +0000 2019,,False
"Mi papá llegó a despertarme, y me levanté asustada pensando que algo paso....",Sat Mar 30 06:22:04 +0000 2019,,False
"Ayer mi papá y yo discutimos a gritos y hoy como si nada pasó, salí toda la tarde y cuando llegue casi a las 12 de… https://t.co/C2TPMH1oSO",Sat Mar 30 07:51:59 +0000 2019,https://twitter.com/i/web/status/1111898852230160384,False
Cuando se entere mi hermano lo q paso,Sat Mar 30 09:14:58 +0000 2019,,False
"#confesion Estimados espero su ayuda y orientación

Le pasó algo muy desagradable a mi mamá en el trabajo el... https://t.co/yUDBdHQjUP",Sat Mar 30 09:41:01 +0000 2019,http://www.confesioneslaborales.cl/page.php?page=view&confession=4257,False
Mi mamá me trata como si fuera un borracho y lo que no sabe es que desde que tengo novia no me paso de v y eso me frustra un buen,Sat Mar 30 13:27:46 +0000 2019,,False
"@maricela_h Así le paso a un amigo, a los dos días lo metieron al psiquiátrico",Sat Mar 30 13:36:56 +0000 2019,,False
@SoyLaChachis Esta cabron ser maestra joven! Hace dos años me paso igual un adolescente me acosaba por redes social… https://t.co/eTQkGlAsTI,Sat Mar 30 13:59:24 +0000 2019,https://twitter.com/i/web/status/1111991318476193795,False
Me acordé de algo que pasó HACE 8 AÑOS y ahora estoy al borde del suicidio,Sat Mar 30 14:51:26 +0000 2019,,False
"Amikos, el día jueves me pasó esta situación:
Estaba por dejar a una niña a su casa y cuando iba a dar vuelta dije… https://t.co/2cyDdDqWGj",Sat Mar 30 15:48:10 +0000 2019,https://twitter.com/i/web/status/1112018690621370368,False
"Eras una niña; cinco años me dijiste que tenías.

Somos todos contra ti, es obvio que pasó realmente.",Sat Mar 30 16:19:37 +0000 2019,,False
estoy llorando porque ya pasó más de un mes desde que selena subió el video ese a instagram y todavía no tenemos noticias de nada,Sat Mar 30 16:25:39 +0000 2019,,False
Se me acaba de caer mi hija (mi iPhone) y lloré pero todo bien no pasó nada,Sat Mar 30 16:32:52 +0000 2019,,False
