Tweets,Fecha,urls,medios
@andresorantes12 Qué pasó?,Sat Mar 30 04:37:22 +0000 2019,,False
"A este paso me di cuenta de que mis dolores de cabeza no son normales, es alta migraña en desarrollo ahre.",Sat Mar 30 04:45:07 +0000 2019,,False
"@ReggieNarvalito @nesquik_papi Me pasó lo mismo, ya tenía casi 10 años con ella y me dió un colapso de depresión sin exagerar",Sat Mar 30 04:52:31 +0000 2019,,False
"@geovyj No. Steve tuvo problemas con las cuerdas vocales. Y de paso alcoholismo. No es como antes, pero igual es un divino.",Sat Mar 30 04:50:24 +0000 2019,,False
ya pasó lpm voy a llorar ahre altos cambios de humor tenia,Sat Mar 30 05:07:39 +0000 2019,,False
"@Yoongillauren Hubo un caso con una niña, la cual le pasó eso exactamente y sufría de epilepsias por eso.",Sat Mar 30 05:21:44 +0000 2019,,False
"@pilymoreno5 @LALA0829 @invicthor_ Con todo lo que pasó esta semana , parezco un electro!",Sat Mar 30 05:28:12 +0000 2019,,False
me siento no mal sino del orto mal a un paso del colapso mental sacudida por delirio psicologico,Sat Mar 30 05:44:11 +0000 2019,,False
@Ineeessss Qué te pasó? 😱😱😱,Sat Mar 30 08:18:07 +0000 2019,,False
"@va_nesama No, tuve un mini ataque de ansiedad pero no pasó a mayores.",Sat Mar 30 09:47:20 +0000 2019,,False
ayer le pasó el disk recaída a mi ex @ 🤣,Sat Mar 30 12:33:50 +0000 2019,,False
@Jonmicol Lo vi hace unos días y se me pasó.😁,Sat Mar 30 12:39:58 +0000 2019,,False
"Absolutamente todas mis emociones y situaciones qué paso, las somatizo en forma de alergia .",Sat Mar 30 12:55:53 +0000 2019,,False
De paso mi ansiedad me va a matar de un coma diabético.,Sat Mar 30 13:09:36 +0000 2019,,False
@diegooc041 Q paso?? Ahora porque todos andan depresivos??,Sat Mar 30 13:42:49 +0000 2019,,False
"@Y_Syna_T ¿Y qué paso?, por qué te veo alteradisisma",Sat Mar 30 14:06:30 +0000 2019,,False
La hipomanía es parecida a la manía pero en menor intensidad y está a un paso de la depresión. Aunque de la manía p… https://t.co/1rcDbP72ul,Sat Mar 30 14:09:55 +0000 2019,https://twitter.com/i/web/status/1111993965660852224,False
@SindromeLora Me pasó lo mismo.😂😂😂,Sat Mar 30 14:19:31 +0000 2019,,False
Mucha gente me da unfollow voy a pillar una depresión a este paso,Sat Mar 30 14:59:24 +0000 2019,,False
"Tengo depresión post concierto cuando ya pasó un mes, me explicas",Sat Mar 30 15:13:03 +0000 2019,,False
"@angelamolinabe Lo que no recuerdas, no pasó.",Sat Mar 30 15:15:09 +0000 2019,,False
Aveces me paso con mis estados de wsp 😂,Sat Mar 30 15:33:16 +0000 2019,,False
Ni yo puedo creer como paso de un estado de alta felicidad a estar re bajón 😭,Sat Mar 30 16:10:48 +0000 2019,,False
Diablos todo pasó muy rápido🙄🙏🏽,Sat Mar 30 16:14:39 +0000 2019,,False
Qué le pasó a Kane? Dicen que sufrió como una epilepsia.,Sat Mar 30 16:18:46 +0000 2019,,False
"La depresión en personas de 15 años o más está cubierta por el AUGE
Conversar puede ser el primer paso para la recu… https://t.co/rynIEu5eiC",Sat Mar 30 16:35:03 +0000 2019,https://twitter.com/i/web/status/1112030486157758465,False
"@Maaurye_e También tenía dolor de cabeza, pero ya se me pasó 🎉",Sat Mar 30 16:33:46 +0000 2019,,False
@EfectoCocuyo EC. Que les paso ?😮 están secuestrados o jakeados ?,Sat Mar 30 16:41:18 +0000 2019,,False
A un paso del psiquiatra estas amix,Sat Mar 30 16:47:39 +0000 2019,,False
@FrankSantos22 Había tomado una botella de smirnoff pero de los nervios se me pasó todo 😅,Sat Mar 30 17:32:33 +0000 2019,,False
"━La inquietud reflejada en las pupilas no pasó desapercibido para Bakugou, pequeñeces como esas se grababan en su m… https://t.co/2nXdJ2v3kc",Sat Mar 30 17:52:39 +0000 2019,https://twitter.com/i/web/status/1112050016972128256,False
"@andrea_falcon Anoche me pasó lo mismo, un bajonazo.",Sat Mar 30 17:59:12 +0000 2019,,False
@AklStmih @Batiebrio Me pasó lo mismo anoche y estaba q los llanaba,Sat Mar 30 18:22:56 +0000 2019,,False
@MicossiAlexis Q pasó????,Sat Mar 30 18:48:57 +0000 2019,,False
@edward_yss Ya pasó un resfrío express jajaj,Sat Mar 30 19:26:49 +0000 2019,,False
Hace un año la @stellastar_  me drogó porque me dio un ataque de ansiedad horrible en la playa y así es como paso mis cumpleaños.,Sat Mar 30 19:29:43 +0000 2019,,False
La gente paso de ser emo a ser trapdepresivos...,Sat Mar 30 19:29:32 +0000 2019,,False
"@dccpvzla el punto es que desconozco el caso, uno no sabe lo que pasó, uno desconoce el estado psicológico de la ma… https://t.co/DKg1W46SYX",Sat Mar 30 19:30:49 +0000 2019,https://twitter.com/i/web/status/1112074721988878337,False
@dementista10 Pasó algo?,Sat Mar 30 19:49:18 +0000 2019,,False
@andrearoai A mi me paso eso el año pasado y ahora soy intolerante 😂😂😂😂,Sat Mar 30 20:41:39 +0000 2019,,False
Qué onda este calor ? Qué te pasó calor? Esa bipolaridad dios mioo,Sat Mar 30 21:21:41 +0000 2019,,False
A este paso el agotamiento mental termina afectando más de lo que se cree,Sat Mar 30 21:27:36 +0000 2019,,False
@lptmfuepe alucina que me pasó lo mismo,Sat Mar 30 21:43:50 +0000 2019,,False
Después de la vergüenza que pasó Silvia Elias de Perez confundiendo el Síndrome de Down con una “enfermedad incurab… https://t.co/5f4WSp5xHC,Sat Mar 30 22:07:17 +0000 2019,https://twitter.com/i/web/status/1112114099217932288,False
"La depresión en personas de 15 años o más está cubierta por el AUGE
Conversar puede ser el primer paso para la recu… https://t.co/RYLODdIYrn",Sat Mar 30 22:50:03 +0000 2019,https://twitter.com/i/web/status/1112124859474161666,False
"@nicolais86 Me paso también eso, al principio me ponía muy nervioso, me ponía alejado y los niños vienen corriendo...",Sat Mar 30 22:55:31 +0000 2019,,False
@flickerogers Me pasó lo mismo por el estrés 😔,Sat Mar 30 23:01:53 +0000 2019,,False
@imfreehell Créeme que pasó por algo similar.,Sat Mar 30 23:00:01 +0000 2019,,False
"Por suerte nunca me pasó esto, porque con lo que odio no entender las cosas creo que me daría un brote psicotico co… https://t.co/pjjK2B8xbW",Sat Mar 30 23:09:48 +0000 2019,https://twitter.com/i/web/status/1112129830399684611,False
Ya se me pasó el episodio de la ansiedad. 😶,Sat Mar 30 23:19:41 +0000 2019,,False
Dramamine pa' no marearme y de paso como ansiolítico pa' no llorar,Sat Mar 30 23:35:31 +0000 2019,,False
Lo peor es que en mi caso es literalmente lo que pasó porqie s mi madre le entró depresión posparto al ver lo fea q… https://t.co/Imghas2q3x,Sat Mar 30 23:46:14 +0000 2019,https://twitter.com/i/web/status/1112138997726367745,False
"@M_Bronenberg @Susynetmabel2 @fernandosolanas se resiste al paso del.tiempo.
El Alzheimer le hizo olvidar cómo crit… https://t.co/5jI1ipdSz8",Sun Mar 31 00:02:59 +0000 2019,https://twitter.com/i/web/status/1112143215552024576,False
"@Ciclonasio Ya no me acuerdo, me pasó hace mucho",Sun Mar 31 00:48:59 +0000 2019,,False
¿Qué pasó? 😔😔😔😔😔,Sun Mar 31 00:59:40 +0000 2019,,False
@Inforojita Marica y que fue lo que pasó? Ya el psiquiatra dijo algo? 😂😂😂 Compra un planta que esto es parte del plan de patria.,Sun Mar 31 01:01:33 +0000 2019,,False
Estoy a un paso de la depresión chera'a,Sun Mar 31 01:32:18 +0000 2019,,False
"@lauraef75 @lrimoldi no da el paso de los años, esa es la verdad. empieza a doler todo y ya no podés pensar que es psicosomático.",Sun Mar 31 01:41:16 +0000 2019,,False
@Miiliherediaa Que paso,Sun Mar 31 02:41:01 +0000 2019,,False
Paso enfermo q asco,Sun Mar 31 02:44:31 +0000 2019,,False
